"","inchikey","id","name","precursormz","CHEBI_ID"
"446","AFSDNFLWKVMVRB-UHFFFAOYSA-N","O=C1OC2=C(O)C(O)=CC=3C(=O)OC=4C(O)=C(O)C=C1C4C23","Ellagic Acid","301.035826183501",4775
"449","AFSDNFLWKVMVRB-UHFFFAOYSA-N","PM008605","Ellagic acid","257.1",4775
"451","AFSDNFLWKVMVRB-UHFFFAOYSA-N","PM011336","Ellagic acid","302.0063",4775
"458","AFVFQIVMOAPDHO-UHFFFAOYSA-N","KO001491","Methanesulfonate(2)","95",27376
"464","AFVFQIVMOAPDHO-UHFFFAOYSA-N","CS(O)(=O)=O","Methanesulfonate","94.98083871",27376
"472","AFVFQIVMOAPDHO-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS029808","Mesic Acid","94.97",27376
"483","AFWOYEYXUDHGHF-UHFFFAOYSA-N","O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","8:2 Fluorotelomer phosphate diester","988.96228028",83540
"484","AGBCLJAHARWNLA-DQUQINEDSA-N","PM003115","Ginsenoside Rg2","783",77151
"485","AGBCLJAHARWNLA-DQUQINEDSA-N","PM011415","Ginsenoside Rg2","785.03",77151
"486","AGBQKNBQESQNJD-SSDOTTSWSA-N","MoNA035149","ALPHA-LIPOIC ACID","205.0362457",30314
"489","AGBQKNBQESQNJD-SSDOTTSWSA-N","FiehnHILIC002802","Lipoic acid","205.0373",30314
"492","AGBQKNBQESQNJD-UHFFFAOYSA-N","MSBNK-Washington_State_Univ-BML01301","DL-Thioctic acid","205.0362",16494
"518","AGOYDEPGAOXOCK-KCBOHYOISA-N","FiehnHILIC002647","Clarithromycin","746.4628",3732
"524","AGPKZVBTJJNPAG-CRCLSJGQSA-N","MSBNK-RIKEN-PR100840","D-Alloisoleucine","130.08682",85306
"530","AGPKZVBTJJNPAG-UHFFFAOYSA-N","MSBNK-RIKEN-PR309411","Isoleucine (Not validated)","130.0868",38264
"532","AGPKZVBTJJNPAG-UHFFFAOYSA-N","FiehnHILIC002774","Isoleucine","130.0861",38264
"536","AGPKZVBTJJNPAG-UHNVWZDZSA-N","MoNA034954","ALLO-ISOLEUCINE","130.0873527",43433
"544","AGPKZVBTJJNPAG-WHFBIAKZSA-N","KO001177","Ile","130",58045
"550","AGPKZVBTJJNPAG-WHFBIAKZSA-N","MoNA034058","ISOLEUCINE","130.0873527",58045
"554","AGPKZVBTJJNPAG-WHFBIAKZSA-N","EMBL-MCF_spec370601","Isoleucine","130.086175760481",58045
"592","AHANXAKGNAKFSK-PDBXOOCHSA-N","MSBNK-Metabolon-MT000086","Dihomo-alpha-linolenic acid (20:3(n-3))","305.4",53460
"594","AHBXXEZLRFCZSF-UHFFFAOYSA-N","EA009359","Metribuzin-diketo","183.0887",83448
"604","AHCYMLUZIRLXAA-SHYZEUOFSA-N","O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O","2'-Deoxyuridine-5'-triphosphate sodium salt","466.9663377",17625
"613","AHCYMLUZIRLXAA-SHYZEUOFSA-N","EMBL-MCF_spec212302","2&#39;-DEOXYURIDINE 5&#39;-TRIPHOSPHATE","466.97",17625
"614","AHLBNYSZXLDEJQ-FWEHEUNISA-N","MSBNK-Athens_Univ-AU236258","Orlistat","494.3851",94686
"619","AHLBNYSZXLDEJQ-FWEHEUNISA-N","FiehnHILIC002897","Orlistat","494.3797",94686
"624","AHLPHDHHMVZTML-BYPYZUCNSA-N","FiehnHILIC001416","Ornithine","131.0816",15729
"625","AHLPHDHHMVZTML-BYPYZUCNSA-N","MSBNK-MSSJ-MSJ00857","L-Ornithine","131.08259",15729
"627","AHLPHDHHMVZTML-BYPYZUCNSA-N","EMBL-MCF_spec51737","L-ORNITHINE","131.081304520855",15729
"628","AHLPHDHHMVZTML-BYPYZUCNSA-N","MSBNK-NAIST-KNA00564","L-Ornithine","285.15",15729
"629","AHLPHDHHMVZTML-BYPYZUCNSA-N","KO001532","L-Ornithine","131",15729
"636","AHLPHDHHMVZTML-BYPYZUCNSA-N","KNA00563","L-Ornithine","131.08",15729
"649","AHLPHDHHMVZTML-BYPYZUCNSA-N","MSBNK-NAIST-KNA00565","L-Ornithine","287.13",15729
"651","AHLPHDHHMVZTML-SCSAIBSYSA-N","MoNA033929","ORNITHINE","131.0826016",16176
"654","AHLPHDHHMVZTML-SCSAIBSYSA-N","EMBL-MCF_spec43851","D-ORNITHINE","131.081302598814",16176
"657","AHLPHDHHMVZTML-UHFFFAOYSA-N","VF-NPL-QEHF003245","Ornithine","131.0825958251953",18257
"660","AHLPHDHHMVZTML-UHFFFAOYSA-N","CCMSLIB00000578242","L-ORNITHINE","131.082",18257
"667","AHTPATJNIAFOLR-UHFFFAOYSA-N","COC(=O)C1=C(C=CS1)S(=O)(=O)N=C(O)N=C1NC(OC)=NC(C)=N1","Thifensulfuron-methyl; LC-ESI-ITFT; MS2; CE","386.023448",83453
"715","AIFRHYZBTHREPW-UHFFFAOYSA-N","RIKENPlaSMA005264","Norharman","167.06147184783",109895
"751","AIONOLUJZLIMTK-AWEZNQCLSA-N","VF-NPL-QTOF007969","Hesperetin","301.0719",28230
"757","AIONOLUJZLIMTK-AWEZNQCLSA-N","MetaboBASE0475","Hesperetin","301.0734",28230
"761","AIONOLUJZLIMTK-AWEZNQCLSA-N","PT207800","Hesperetin","301.07123",28230
"766","AIONOLUJZLIMTK-AWEZNQCLSA-N","O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C(O)=C3)C1","Hesperetin","301.147314453125",28230
"794","AIONOLUJZLIMTK-AWEZNQCLSA-N","MetaboBASE0472","Hesperetin","301.07",28230
"802","AIQDYKMWENWVQJ-DTEWXJGMSA-N","MSBNK-Keio_Univ-KO000921","Galacturonate 1-phosphate","273",17543
"812","AJFWREUFUPEYII-PAHWMLEVSA-N","CCMSLIB00005720987","2-amino-3-({hydroxy[2-[octadec-9-enoyloxy]-3-(octadecanoyloxy)propoxy]phosphoryl}oxy)propanoic acid","788.542",79096
"813","AKCRVYNORCOYQT-UHFFFAOYSA-N","FiehnHILIC002867","N-Methylvaline","130.088",64348
"814","AKCRVYNORCOYQT-UHFFFAOYSA-N","FiehnHILIC001383","N-Methylvaline","130.0861",64348
"815","AKEUNCKRJATALU-UHFFFAOYSA-N","MoNA035430","2,6-DIHYDROXYBENZOIC ACID","153.0193327",68465
"819","AKNNEGZIBPJZJG-MSOLQXFVSA-N","O=C1OC(C2=CC=C(OC)C(OC)=C12)C3C4=C(OC)C=5OCOC5C=C4CCN3C","(S,R)-Nosapine","412.140167236328",73237
"825","AKPLHCDWDRPJGD-UHFFFAOYSA-N","EQ360851","Nordiazepam","269.0487",111762
"841","AKUJBENLRBOFTD-QZIXMDIESA-N","MSBNK-Eawag-EQ324455","Betamethasone 21","433.2032",31275
"853","AKWGRDPPGYFWIW-MAZCIEHSSA-N","MSBNK-RIKEN_IMS-LQB00271","PG 36:4","769.4999",60722
"857","ALEXXDVDDISNDU-JZYPGELDSA-N","MoNA023898","CORTISOL 21-ACETATE","403.21259",17609
"862","ALRHLSYJTWAHJZ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO001146","b-Hydroxypropionate","89",33404
"866","ALRHLSYJTWAHJZ-UHFFFAOYSA-N","FiehnHILIC000963","3-Hydroxypropanoic acid","89.0232",33404
"872","ALRHLSYJTWAHJZ-UHFFFAOYSA-N","O=C(O)CCO","3-Hydroxypropanoic acid","89.02441760083",33404
"874","ALRLPDGCPYIVHP-UHFFFAOYSA-N","C1=CC=2C=CC=3C=CC(=C4C=CC(=C1)C2C34)N(=O)=O","1-nitropyrene","247.0638771139",34107
"877","ALYNCZNDIQEVRV-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000084","p-Aminobenzoate","136",30753
"878","ALYNCZNDIQEVRV-UHFFFAOYSA-N","MoNA034811","4-AMINOBENZOIC ACID","136.0404025",30753
"907","AMEKQAFGQBKLKX-UHFFFAOYSA-N","MSBNK-LCSB-LU102755","Oxycarboxin","266.0493",7858
"919","AMKYESDOVDKZKV-UHFFFAOYSA-N","VF-NPL-LTQ006492","Orsellinic Acid","167.1014825572138",32807
"921","AMKYESDOVDKZKV-UHFFFAOYSA-N","CCMSLIB00005719617","Orsellinic acid","357.059",32807
"922","AMKYESDOVDKZKV-UHFFFAOYSA-N","CCMSLIB00005719013","Orsellinic acid","167.034",32807
"927","ANJTVLIZGCUXLD-DTWKUNHWSA-N","VF-NPL-QEHF003329","Cytisine","189.1033020019531",4055
"933","ANRKEHNWXKCXDB-BHFWLYLHSA-N","CCMSLIB00005720976","(2-aminoethoxy)[2-[icosa-5.8.11.14-tetraenoyloxy]-3-(octadecanoyloxy)propoxy]phosphinic acid","766.538",78268
"935","AODPIQQILQLWGS-GXBDJPPSSA-N","EMBL-MCF_spec304667","3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE","365.233444357637",28320
"937","AOJJSUZBOXZQNB-TZSSRYMLSA-N","FiehnHILIC001165","Doxorubicin","542.1667",28748
"938","AOJJSUZBOXZQNB-TZSSRYMLSA-N","FiehnHILIC002676","Doxorubicin","542.165",28748
"939","AOJJSUZBOXZQNB-VTZDEGQISA-N","FiehnHILIC002685","Epirubicin","542.1633",47898
"940","AOJJSUZBOXZQNB-VTZDEGQISA-N","FiehnHILIC001175","Epirubicin","542.1665",47898
"941","APAJFZPFBHMFQR-UHFFFAOYSA-N","VF-NPL-QTOF002629","2,6-dihydroxyanthraquinone","239.035",34250
"956","APJYDQYYACXCRM-UHFFFAOYSA-N","MoNA023873","TRYPTAMINE","159.09275000000002",16765
"967","AQBZCCQCDWNNJQ-AUSIDOKSSA-N","O=C1C2=CC=C3OC(C=CC3=C2OC4COC5=CC(OC)=C(OC)C=C5C14O)(C)C","tephrosin","409.1293",9442
"979","AQIXAKUUQRKLND-UHFFFAOYSA-N","KO000545","Cimetidine","251",3699
"980","AQIXAKUUQRKLND-UHFFFAOYSA-N","MoNA035520","CIMETIDINE","251.1084395",3699
"1011","AQTYXAPIHMXAAV-UHFFFAOYSA-N","MoNA016988","2-Methoxyphenol sulfate","203.002",133460
"1013","AQYCMVICBNBXNA-UHFFFAOYSA-N","MSBNK-RIKEN-PR100847","2-Methylglutaric acid","145.05011",68567
"1015","AQYCMVICBNBXNA-UHFFFAOYSA-N","MoNA034499","2-METHYLGLUTARIC ACID","145.0506328",68567
"1020","AQYCMVICBNBXNA-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS099007","alpha-Methylglutaric Acid","145.12",68567
"1022","AQYCMVICBNBXNA-UHFFFAOYSA-N","EMBL-MCF_spec81926","2-METHYLGLUTARIC ACID","145.049403290481",68567
"1026","AQZHBCDRWFMXIN-UHFFFAOYSA-N","VF-NPL-QTOF009125","norlichexanthone","257.0464",7632
"1029","AQZHBCDRWFMXIN-UHFFFAOYSA-N","VF-NPL-LTQ004638","norlichexanthone","257.02062337239585",7632
"1032","AQZHBCDRWFMXIN-UHFFFAOYSA-N","CCMSLIB00005719086","Norlichexanthone","257.045",7632
"1035","AQZHBCDRWFMXIN-UHFFFAOYSA-N","O=C1C=2C(O)=CC(O)=CC2OC3=CC(O)=CC(=C13)C","Norlichexanthone","257.037",7632
"1048","ARGKVCXINMKCAZ-UZRWAPQLSA-N","MSBNK-BS-BS003652","Neohesperidin","609.1788",59016
"1049","ARGKVCXINMKCAZ-UZRWAPQLSA-N","CCMSLIB00000845210","NCGC00385327-01!(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one","609.183",59016
"1050","ARGKVCXINMKCAZ-UZRWAPQLSA-N","MetaboBASE0652","Neohesperidin","609.1804",59016
"1053","ARGKVCXINMKCAZ-UZRWAPQLSA-N","MetaboBASE0655","Neohesperidin","609.1805",59016
"1054","ARGKVCXINMKCAZ-UZRWAPQLSA-N","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1","Hesperetin-7-O-neohesperidoside","609.1824939",59016
"1055","ARGKVCXINMKCAZ-UZRWAPQLSA-N","CCMSLIB00000845211","NCGC00385327-01!(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one","655.188",59016
"1072","ARJZZFJXSNJKGR-UHFFFAOYSA-N","PR309131","Hydroxysuberic acid","189.0766",70766
"1074","ARQXEQLMMNGFDU-JHZZJYKESA-N","MSBNK-CASMI_2016-SM832751","4-Methylumbelliferyl-beta-D-glucuronide","351.0722",1904
"1076","ARSRJFRKVXALTF-UHFFFAOYSA-N","VF-NPL-LTQ007295","Hieracin","301.06838175455727",507499
"1077","ARSRJFRKVXALTF-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=C(O)C(O)=C(O)C3","Hieracin","301.035369873047",507499
"1079","ARSRJFRKVXALTF-UHFFFAOYSA-N","MSBNK-BS-BS003277","Tricetin","301.0396",507499
"1082","ARSRJFRKVXALTF-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=C(O)C(O)=C(O)C3","tricetin","301.104797363281",507499
"1098","ARSRJFRKVXALTF-UHFFFAOYSA-N","MSBNK-BS-BS003276","Tricetin","301.0407",507499
"1110","ARZWATDYIYAUTA-UHFFFAOYSA-N","CN1C=2C=CC3=C(C=CC=N3)C2NC1=N","IQ","197.08326988583",42725
"1124","ASJSAQIRZKANQN-CRCLSJGQSA-N","FiehnHILIC000917","2-Deoxyribose","133.0495",28816
"1125","ASJSAQIRZKANQN-UHFFFAOYSA-N","O=CCC(O)C(O)CO","DEOXYRIBOSE","133.05",131350
"1127","ATCRIUVQKHMXSH-UHFFFAOYSA-N","KO000676","2,4-Dichlorobenzoate","189",30748
"1137","ATDWJOOPFDQZNK-UHFFFAOYSA-N","OC1=CC=C(C=C1)CCN=C(O)C","N-acetyltyramine","178.087341308594",125610
"1139","ATDWJOOPFDQZNK-UHFFFAOYSA-N","OC1=CC=C(C=C1)CCN=C(O)C","N-acetyltyramine","178.15000166983",125610
"1147","ATEBXHFBFRCZMA-VXTBVIBXSA-N","FiehnHILIC002966","Rifabutin","845.429",45367
"1148","ATEBXHFBFRCZMA-VXTBVIBXSA-N","FiehnHILIC001492","Rifabutin","845.4346",45367
"1149","ATEFPOUAMCWAQS-UHFFFAOYSA-N","OC1=C(O)C2=C(C=CC(=O)O2)C=C1","7,8-Dihydroxycoumarin","177.01933224783",17313
"1166","ATEFPOUAMCWAQS-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS124907","Daphnetin","177.11",17313
"1201","ATHVAWFAEPLPPQ-VRDBWYNSSA-N","CCMSLIB00005720982","trimethyl(2-{[2-[octadec-9-enoyloxy]-3-(octadecanoyloxy)propyl phosphono]oxy}ethyl)azanium","772.585",75034
"1202","ATRNZOYKSNPPBF-UHFFFAOYSA-N","FiehnHILIC002619","beta-Hydroxymyristic acid","243.1973",85148
"1203","ATRNZOYKSNPPBF-UHFFFAOYSA-N","FiehnHILIC001095","beta-Hydroxymyristic acid","243.1959",85148
"1204","AUNGANRZJHBGPY-SCRDCRAPSA-N","FiehnHILIC001488","Riboflavin","375.1314",17015
"1205","AUNGANRZJHBGPY-SCRDCRAPSA-N","FiehnHILIC002965","Riboflavin","375.1292",17015
"1211","AUNGANRZJHBGPY-SCRDCRAPSA-N","O=C1N=C(O)C2=NC3=CC(=C(C=C3N(C2=N1)CC(O)C(O)C(O)CO)C)C","(-)-Riboflavin","375.133817749023",17015
"1213","AUNGANRZJHBGPY-SCRDCRAPSA-N","PT210040","(-)-Riboflavin","375.13048",17015
"1239","AUTOLBMXDDTRRT-JGVFFNPUSA-N","MoNA038042","DETHIOBIOTIN","213.1244664",42280
"1244","AUTOLBMXDDTRRT-UHFFFAOYSA-N","CCMSLIB00000578342","DETHIOBIOTIN","213.124",16691
"1246","AUYYCJSJGJYCDS-LBPRGKRZSA-N","MSBNK-LCSB-LU070056","3,5,3'-Triiodothyronine","649.7828",18258
"1252","AUYYCJSJGJYCDS-LBPRGKRZSA-N","MSBNK-Keio_Univ-KO001913","3,3',5-Triiodothyronine","650",18258
"1291","AVKUERGKIZMTKX-NJBDSQKTSA-N","MoNA035483","AMPICILLIN","348.1023511",28971
"1296","AWDRATDZQPNJFN-VAYUFCLWSA-N","MT000071","Taurodeoxycholic acid","498.3",9410
"1302","AWUCVROLDVIAJX-GSVOUGTGSA-N","MoNA024009","GLYCEROL 3-PHOSPHATE","171.00637",15978
"1307","AWUCVROLDVIAJX-GSVOUGTGSA-N","MSBNK-NAIST-KNA00540","sn-Glycerol 3-phosphate","171.01",15978
"1317","AWUCVROLDVIAJX-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS033507","glycero-1P","171.1",14336
"1319","AWUCVROLDVIAJX-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT203350","glycero-1P","171.00587",14336
"1320","AWUCVROLDVIAJX-VKHMYHEASA-N","MSBNK-RIKEN-PR100603","rac-Glycerol 3-phosphoate","171.00587",16221
"1326","AXDXVEYHEODSPN-HVATVPOCSA-N","CCMSLIB00005720905","SLCA - Sulfolithocholic acid","455.247",35421
"1329","AXFYFNCPONWUHW-UHFFFAOYSA-N","MoNA035109","3-HYDROXYISOVALERIC ACID","117.0557182",37084
"1333","AXFYFNCPONWUHW-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS101207","3-Hydroxy-3-methyl Butyric Acid","117.1",37084
"1334","AXFYFNCPONWUHW-UHFFFAOYSA-N","FiehnHILIC001094","beta-Hydroxyisovaleric acid","117.0543",37084
"1341","AXRYRYVKAWYZBR-GASGPIRDSA-N","MSBNK-Eawag-EQ301251","Atazanavir","703.3825",37924
